number,game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,metascore,release_year
1221,Crusaders of the Lost Idols,2015-10-13,NA,"500,000 .. 1,000,000",Codename Entertainment Inc.,Codename Entertainment Inc.,0,0,NA,2015
1270,Weapons Genius,2015-07-07,6.99,"500,000 .. 1,000,000",JDM4iK,Droid Riot,291,322,NA,2015
1381,Stranded Deep,2015-01-23,14.99,"500,000 .. 1,000,000",Beam Team Games,Beam Team Pty Ltd,0,0,NA,2015
1384,FaceRig,2015-07-07,14.99,"500,000 .. 1,000,000",Holotech Studios,Holotech Studios,27,9,NA,2015
1389,Simply Chess,2015-09-11,NA,"500,000 .. 1,000,000",BlueLine Games,BlueLine Games,14,4,NA,2015
1572,Hurtworld,2015-12-03,24.99,"500,000 .. 1,000,000",Bankroll Studios,Bankroll Studios,14,4,NA,2015
1575,Planetary Annihilation: TITANS,2015-08-18,10,"500,000 .. 1,000,000",Planetary Annihilation Inc,Planetary Annihilation Inc,89,29,NA,2015
1583,Heaven Island - VR MMO,2015-12-01,0.99,"500,000 .. 1,000,000","Fabio Ferrara, Giulia Airoldi",Chubby Pixel,0,0,NA,2015
1590,Navy Field 2 : Conqueror of the Ocean,2015-03-05,NA,"500,000 .. 1,000,000",SDEnterNet,SDEnterNet,0,0,NA,2015
1595,The I of the Dragon,2015-03-06,6.99,"500,000 .. 1,000,000",Primal,TopWare Interactive,272,90,NA,2015
1645,Viscera Cleanup Detail,2015-10-23,12.99,"500,000 .. 1,000,000",RuneStorm,RuneStorm,61,20,NA,2015
1646,Blockstorm,2015-05-21,4.99,"500,000 .. 1,000,000",GhostShark,IndieGala,0,0,NA,2015
1785,VEGA Conflict,2015-12-14,NA,"500,000 .. 1,000,000",KIXEYE,KIXEYE,1,0,NA,2015
1806,Romance of the Three Kingdoms Maker / 三国志ツクール,2015-12-09,9.99,"500,000 .. 1,000,000","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0,0,NA,2015
1867,The Note,2015-07-23,3.99,"500,000 .. 1,000,000",ArtemizGame,ArtemizGame,0,0,NA,2015
1997,Eternal Senia,2015-06-18,NA,"500,000 .. 1,000,000",Holy Priest,Holy Priest,0,0,NA,2015
1999,DEAD OR ALIVE 5 Last Round: Core Fighters,2015-03-30,NA,"500,000 .. 1,000,000","Team NINJA, KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",31,10,NA,2015
2000,Time Clickers,2015-07-23,NA,"500,000 .. 1,000,000",Proton Studio Inc,NA,0,0,NA,2015
2004,Batla,2015-05-14,NA,"500,000 .. 1,000,000",[geim].pro,Abyss Lights Studio LLP,0,0,NA,2015
2021,Squad,2015-12-14,39.99,"500,000 .. 1,000,000",Offworld Industries,Offworld Industries,470,184,NA,2015
2025,Reign Of Kings,2015-12-15,2.49,"500,000 .. 1,000,000",Code}{atch,Code}{atch,0,0,NA,2015
2063,Empyrion - Galactic Survival,2015-08-05,19.99,"500,000 .. 1,000,000",Eleon Game Studios,Eleon Game Studios,0,0,NA,2015
2068,Bloodbath Kavkaz,2015-04-20,3.99,"500,000 .. 1,000,000",Dagestan Technology,Dagestan Technology,1,0,NA,2015
2070,No Time To Explain Remastered,2015-07-17,14.99,"500,000 .. 1,000,000",tinyBuild,tinyBuild,0,0,NA,2015
2163,DRAGON BALL XENOVERSE,2015-02-26,39.99,"500,000 .. 1,000,000",DIMPS,BANDAI NAMCO Entertainment,0,0,NA,2015
2166,Pixel Piracy,2015-04-23,9.99,"500,000 .. 1,000,000",Vitali Kirpu,Commotion Games Pty Ltd,0,0,NA,2015
2167,Trine 3: The Artifacts of Power,2015-08-20,5.49,"500,000 .. 1,000,000",Frozenbyte,Frozenbyte,0,0,NA,2015
2178,METAL SLUG DEFENSE,2015-05-01,NA,"500,000 .. 1,000,000",SNK CORPORATION,SNK CORPORATION,0,0,NA,2015
2200,Clergy Splode,2015-09-17,0.99,"500,000 .. 1,000,000",PiGravity,Back To Basics Gaming,0,0,NA,2015
2209,Hyperdrive Massacre,2015-10-12,9.99,"500,000 .. 1,000,000",34BigThings srl,"34BigThings srl, Digital Tribe",102,101,NA,2015
2375,Mortal Online,2015-08-31,NA,"500,000 .. 1,000,000",Star Vault AB,Star Vault AB,0,0,NA,2015
2381,Russian Horror Story,2015-11-02,3.99,"500,000 .. 1,000,000","Footmade, Dagestan Technology",Dagestan Technology,5,1,NA,2015
2423,War for the Overworld,2015-04-02,29.99,"500,000 .. 1,000,000",Brightrock Games,Brightrock Games,0,0,NA,2015
2424,Endless Sky,2015-10-30,NA,"500,000 .. 1,000,000",Michael Zahniser,Michael Zahniser,0,0,NA,2015
2425,Steel Ocean,2015-11-12,NA,"500,000 .. 1,000,000",ICE Entertainment,Changyou.com Limited,0,0,NA,2015
13,Oddworld: New 'n' Tasty,2015-02-25,19.99,"200,000 .. 500,000","Just Add Water (Developments), Ltd.","Oddworld Inhabitants, Inc.",0,0,87,2015
17,Her Story,2015-06-24,9.99,"200,000 .. 500,000",Sam Barlow,Sam Barlow,0,0,86,2015
25,System Shock: Enhanced Edition,2015-09-22,9.99,"200,000 .. 500,000","Looking Glass Studios, Nightdive Studios",Nightdive Studios,0,0,85,2015
55,Order of Battle: World War II,2015-04-30,NA,"200,000 .. 500,000",The Artistocrats,Slitherine Ltd.,0,0,81,2015
57,Downwell,2015-10-15,2.99,"200,000 .. 500,000",Moppin,Devolver Digital,0,0,81,2015
68,Axiom Verge,2015-05-14,19.99,"200,000 .. 500,000",Thomas Happ Games LLC,Thomas Happ Games LLC,0,0,80,2015
76,Rampage Knights,2015-09-04,11.99,"200,000 .. 500,000",Rake in Grass,Rake in Grass,0,0,80,2015
77,Lovers in a Dangerous Spacetime,2015-09-09,14.99,"200,000 .. 500,000",Asteroid Base,Asteroid Base,0,0,80,2015
79,Else Heart.Break(),2015-09-24,24.99,"200,000 .. 500,000","Erik Svedäng, El Huervo / Niklas Åkerblad, Tobias Sjögren, Oscar ""Ratvader"" Rydelius, Johannes Gotlén",Erik Svedäng AB,0,0,79,2015
81,The Incredible Adventures of Van Helsing: Final Cut,2015-11-06,44.99,"200,000 .. 500,000",NeocoreGames,NeocoreGames,0,0,79,2015
83,BADLAND: Game of the Year Edition,2015-05-26,9.99,"200,000 .. 500,000",Frogmind,Frogmind,0,0,79,2015
91,RUNNING WITH RIFLES,2015-04-02,14.99,"200,000 .. 500,000",Osumia Games,Osumia Games,57,19,78,2015
92,GALAK-Z,2015-10-29,19.99,"200,000 .. 500,000",17-BIT,17-BIT,0,0,78,2015
93,Apotheon,2015-02-03,14.99,"200,000 .. 500,000",Alientrap,Alientrap,0,0,78,2015
103,Grey Goo,2015-01-23,29.99,"200,000 .. 500,000",Petroglyph,Grey Box,0,0,77,2015
108,Overture,2015-01-01,4.99,"200,000 .. 500,000",Black Shell Games,Black Shell Media,0,0,76,2015
116,Blood Bowl 2,2015-09-22,19.99,"200,000 .. 500,000",Cyanide Studios,Focus Home Interactive,0,0,76,2015
118,Audiosurf 2,2015-05-26,14.99,"200,000 .. 500,000",Dylan Fitterer,Dylan Fitterer,0,0,76,2015
123,Grow Home,2015-02-04,7.99,"200,000 .. 500,000","Reflections, a Ubisoft Studio",Ubisoft,0,0,75,2015
125,Chroma Squad,2015-04-30,14.99,"200,000 .. 500,000",Behold Studios,Behold Studios,0,0,75,2015
141,Mordheim: City of the Damned,2015-11-19,39.99,"200,000 .. 500,000",Rogue Factor,Focus Home Interactive,0,0,74,2015
145,Titan Souls,2015-04-14,14.99,"200,000 .. 500,000",Acid Nerve,Devolver Digital,0,0,74,2015
146,Anna's Quest,2015-07-02,19.99,"200,000 .. 500,000",Daedalic Entertainment,Daedalic Entertainment,0,0,74,2015
153,Hard West,2015-11-18,19.99,"200,000 .. 500,000",CreativeForge Games,Good Shepherd Entertainment,0,0,73,2015
161,Anno 2205,2015-11-03,39.99,"200,000 .. 500,000",Blue Byte,Ubisoft,0,0,72,2015
165,Guild of Dungeoneering,2015-07-14,14.99,"200,000 .. 500,000",Gambrinous,Versus Evil,0,0,72,2015
170,Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1,2015-01-28,24.99,"200,000 .. 500,000","IDEA FACTORY Co., Ltd., COMPILE HEART Co., Ltd., FELISTELLA Co., Ltd.","Idea Factory International, Inc., IDEA FACTORY Co., Ltd.",0,0,72,2015
171,LEGO Jurassic World,2015-06-11,19.99,"200,000 .. 500,000","TT Games Ltd, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",0,0,72,2015
186,Fran Bow,2015-08-27,14.99,"200,000 .. 500,000",Killmonday Games AB,Killmonday Games AB,0,0,70,2015
190,Planetbase,2015-10-15,14.99,"200,000 .. 500,000",Madruga Works,Madruga Works,0,0,70,2015
191,Lakeview Cabin Collection,2015-03-25,9.99,"200,000 .. 500,000",Roope Tamminen,Roope Tamminen,0,0,70,2015
200,Holy Potatoes! A Weapon Shop?!,2015-07-13,2.99,"200,000 .. 500,000",Daylight Studios,"Daedalic Entertainment, Daylight Studios",0,0,69,2015
204,Train Valley,2015-09-16,9.99,"200,000 .. 500,000","Alexey Davydov, Sergey Dvoynikov, Timofey Shargorodskiy",Flazm,0,0,69,2015
205,FINAL FANTASY TYPE-0 HD,2015-08-18,29.99,"200,000 .. 500,000",Square Enix,Square Enix,545,181,69,2015
213,Five Nights at Freddy's 3,2015-03-02,7.99,"200,000 .. 500,000",Scott Cawthon,Scott Cawthon,2,1,68,2015
228,INK,2015-08-05,4.99,"200,000 .. 500,000",ZackBellGames,ZackBellGames,0,0,68,2015
244,Saints Row: Gat out of Hell,2015-01-20,14.99,"200,000 .. 500,000","Deep Silver Volition, High Voltage Software",Deep Silver,663,221,66,2015
257,Journey To The Center Of The Earth,2015-09-23,NA,"200,000 .. 500,000",InSayn,InSayn,0,0,65,2015
267,Sid Meier's Starships,2015-03-12,14.99,"200,000 .. 500,000",Firaxis Games,2K,0,0,64,2015
268,The Incredible Adventures of Van Helsing III,2015-05-22,14.99,"200,000 .. 500,000",NeocoreGames,NeocoreGames,0,0,64,2015
269,Party Hard,2015-08-25,9.99,"200,000 .. 500,000","Pinokl Games, Kverta",tinyBuild,0,0,64,2015
271,Life is Feudal: Your Own,2015-11-17,19.99,"200,000 .. 500,000",Bitbox Ltd.,Bitbox Ltd.,507,169,63,2015
277,Vertiginous Golf,2015-05-06,9.99,"200,000 .. 500,000",Kinelco & Lone Elk Creative,Fellow Traveller,0,0,63,2015
280,Dex,2015-05-07,19.99,"200,000 .. 500,000",Dreadlocks Ltd.,"Dreadlocks Ltd., Techland, WhisperGames",0,0,62,2015
286,Windward,2015-05-12,9.99,"200,000 .. 500,000",Tasharen Entertainment Inc.,Tasharen Entertainment Inc.,0,0,61,2015
301,Shelter 2,2015-03-09,14.99,"200,000 .. 500,000",Might and Delight,Might and Delight,0,0,58,2015
315,Hektor,2015-03-13,9.99,"200,000 .. 500,000",Rubycone,Rubycone,1,0,55,2015
326,Five Nights at Freddy's 4,2015-07-23,7.99,"200,000 .. 500,000",Scott Cawthon,Scott Cawthon,0,0,51,2015
337,Submerged,2015-08-03,19.99,"200,000 .. 500,000",Uppercut Games Pty Ltd,Uppercut Games Pty Ltd,0,0,47,2015
342,Hatred,2015-06-01,5.99,"200,000 .. 500,000",Destructive Creations,Destructive Creations,9,3,43,2015
350,Minecraft: Story Mode - A Telltale Games Series,2015-10-13,NA,"200,000 .. 500,000",Telltale Games,Telltale Games,0,0,NA,2015
351,Timberman,2015-09-18,0.99,"200,000 .. 500,000",Digital Melody,Forever Entertainment S. A.,0,0,NA,2015
352,NBA 2K16,2015-09-29,NA,"200,000 .. 500,000",Visual Concepts,2K,0,0,NA,2015
354,Roguelands,2015-11-06,9.99,"200,000 .. 500,000",SmashGames,SmashGames,0,0,NA,2015
355,Sakura Angels,2015-01-16,9.99,"200,000 .. 500,000",Winged Cloud,Winged Cloud,0,0,NA,2015
356,Survivalist,2015-01-30,4.99,"200,000 .. 500,000",Bob,Ginormocorp Holdings Ltd,0,0,NA,2015
358,METAL SLUG,2015-06-25,7.99,"200,000 .. 500,000",DotEmu,SNK CORPORATION,0,0,NA,2015
360,Let the Cat in,2015-08-27,NA,"200,000 .. 500,000",Eforb,Eforb,0,0,NA,2015
366,Cosmonautica,2015-07-31,9.99,"200,000 .. 500,000",Chasing Carrots,Chasing Carrots,0,0,NA,2015
368,Destiny Warriors RPG,2015-09-11,0.49,"200,000 .. 500,000",ninjalex,EpicQuest Games,0,0,NA,2015
372,InMind VR,2015-01-19,NA,"200,000 .. 500,000",Luden.io,Nival,0,0,NA,2015
375,Invasion,2015-09-18,3.99,"200,000 .. 500,000",Hipix Studio,Dagestan Technology,0,0,NA,2015
525,Refunct,2015-10-16,2.99,"200,000 .. 500,000",Dominique Grieshofer,Dominique Grieshofer,1,0,NA,2015
527,Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V CENTURY / 神次次元遊戲 戰機少女 重生3 Ｖ世紀,2015-10-30,24.99,"200,000 .. 500,000","Idea Factory, Compile Heart, Felistella","Idea Factory, Idea Factory International",0,0,NA,2015
529,The Four Kings Casino and Slots,2015-06-01,NA,"200,000 .. 500,000",Digital Leisure Inc.,Digital Leisure Inc.,0,0,NA,2015
530,Seduce Me the Otome,2015-02-12,NA,"200,000 .. 500,000",Michaela Laws,Michaela Laws,0,0,NA,2015
532,PARTICLE MACE,2015-01-22,0.49,"200,000 .. 500,000",Andy Wallace,EQG,0,0,NA,2015
533,Apotheon Arena,2015-12-08,NA,"200,000 .. 500,000",Alientrap,Alientrap,0,0,NA,2015
534,Destination Sol,2015-02-05,NA,"200,000 .. 500,000",MovingBlocks,MovingBlocks,0,0,NA,2015
539,FINAL FANTASY VI,2015-12-16,15.99,"200,000 .. 500,000",Square Enix,Square Enix,0,0,NA,2015
547,Sparkle 3 Genesis,2015-04-24,4.99,"200,000 .. 500,000",Forever Entertainment S. A.,Forever Entertainment S. A.,0,0,NA,2015
553,Cruel Arena,2015-08-18,0.99,"200,000 .. 500,000",Panda Indie Studio,Panda Indie Studio,0,0,NA,2015
606,Digger Online,2015-06-02,9.99,"200,000 .. 500,000",DiggerWorld Ltd.,DiggerWorld Ltd.,0,0,NA,2015
607,CPUCores :: Maximize Your FPS,2015-07-03,14.99,"200,000 .. 500,000","StartupTim, LLC, Tim Sullivan","StartupTim, LLC, Tim Sullivan",622,728,NA,2015
609,State of Decay: YOSE,2015-04-27,29.99,"200,000 .. 500,000",Undead Labs,Xbox Game Studios,10,3,NA,2015
612,Missing Translation,2015-09-24,NA,"200,000 .. 500,000","AlPixel Games, Luis Diaz, Gustavo Santos, Albert Fernandez, Tice Thomason",GamesBoosters,0,0,NA,2015
613,Nomad,2015-06-26,NA,"200,000 .. 500,000",Diminished Studios,Diminished Studios,0,0,NA,2015
614,Runestone Keeper,2015-03-02,9.99,"200,000 .. 500,000",Blackfire Games,INNOTEG LLC,0,0,NA,2015
620,Stealth Inc 2: A Game of Clones,2015-04-30,14.99,"200,000 .. 500,000",Carbon,Curve Digital,0,0,NA,2015
622,Stigmat,2015-09-29,3.99,"200,000 .. 500,000",Akakiy Petrushkin,Dagestan Technology,0,0,NA,2015
624,Clown House (Palyaço Evi),2015-07-14,NA,"200,000 .. 500,000","gord10, Aslan Game Studio",Aslan Game Studio,0,0,NA,2015
629,Red Lake,2015-03-25,0.99,"200,000 .. 500,000",Talentplace,KishMish Games,0,0,NA,2015
641,HIS (Heroes In the Sky),2015-03-03,NA,"200,000 .. 500,000",GameUS Inc.,GameUS Inc.,0,0,NA,2015
644,Hotline Miami 2: Wrong Number Digital Comic,2015-02-17,NA,"200,000 .. 500,000","Dennaton Games, Dayjob Studio",Devolver Digital,0,0,NA,2015
645,Energy Balance,2015-07-02,2.99,"200,000 .. 500,000",Sometimes You,Sometimes You,337,113,NA,2015
655,The Dark Stone from Mebara,2015-02-27,7.99,"200,000 .. 500,000",Jerseyware Gaming,KISS ltd,0,0,NA,2015
744,Metal Reaper Online,2015-09-16,NA,"200,000 .. 500,000",N2Games,"Sesisoft, JC Planet",0,0,NA,2015
745,Tales Runner,2015-02-17,NA,"200,000 .. 500,000",Rhaon Entertainment,OGPlanet,0,0,NA,2015
748,Nyctophobia,2015-08-25,1.99,"200,000 .. 500,000",Lightning Man Media,Lightning Man Media,0,0,NA,2015
856,12 Labours of Hercules,2015-03-23,2.99,"200,000 .. 500,000","Jetdogs Studios, Zoom Out Games",Jetdogs Studios,0,0,NA,2015
858,Without Within,2015-01-22,NA,"200,000 .. 500,000",InvertMouse,InvertMouse,0,0,NA,2015
860,Forward to the Sky,2015-01-29,7.99,"200,000 .. 500,000",Animu Game,Animu Game,0,0,NA,2015
861,Jet Racing Extreme: The First Encounter,2015-07-14,3.99,"200,000 .. 500,000",Real Dynamics,Real Dynamics,0,0,NA,2015
865,Loot Hero DX,2015-07-03,2.99,"200,000 .. 500,000",VaragtP,VaragtP,31,10,NA,2015
866,Tap Tap Infinity,2015-06-26,NA,"200,000 .. 500,000",Scary Bee LLC,Scary Bee LLC,0,0,NA,2015
883,The Beginner's Guide,2015-10-01,9.99,"200,000 .. 500,000",Everything Unlimited Ltd.,Everything Unlimited Ltd.,0,0,NA,2015
885,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",2015-12-04,NA,"200,000 .. 500,000",Crows Crows Crows,Crows Crows Crows,0,0,NA,2015
888,Lost Lands: A Hidden Object Adventure,2015-09-24,NA,"200,000 .. 500,000",FIVE-BN GAMES,FIVE-BN GAMES,1,0,NA,2015
890,Sakura Swim Club,2015-09-11,9.99,"200,000 .. 500,000",Winged Cloud,Winged Cloud,0,0,NA,2015
891,Absolute Drift,2015-07-29,11.99,"200,000 .. 500,000","Funselektor Labs Inc., FlippFly",Funselektor Labs Inc.,0,0,NA,2015
892,12 Labours of Hercules II: The Cretan Bull,2015-06-02,2.99,"200,000 .. 500,000","Jetdogs Studios, Zoom Out Games",Jetdogs Studios,0,0,NA,2015
893,Shantae and the Pirate's Curse,2015-04-23,19.99,"200,000 .. 500,000",WayForward,WayForward,0,0,NA,2015
894,Particula,2015-02-02,0.99,"200,000 .. 500,000",Microblast Games,Microblast Games,0,0,NA,2015
896,CaesarIA,2015-01-20,NA,"200,000 .. 500,000",rdt.32,rdt.32,0,0,NA,2015
899,World of Soccer online,2015-08-26,NA,"200,000 .. 500,000",Johannes Eski,Johannes Eski,0,0,NA,2015
901,GameGuru,2015-05-19,9.99,"200,000 .. 500,000",The Game Creators,The Game Creators,28,30,NA,2015
909,Zombie Zoeds,2015-05-20,0.99,"200,000 .. 500,000",Freshtrax,Freshtrax,0,0,NA,2015
1000,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,2015-09-02,0.99,"200,000 .. 500,000",marbenx,marbenx,0,0,NA,2015
1001,The Silent Age,2015-05-29,9.99,"200,000 .. 500,000",House On Fire,Meridian4,0,0,NA,2015
1007,Wurm Unlimited,2015-10-21,29.99,"200,000 .. 500,000",Code Club AB,Plug In Digital,0,0,NA,2015
1009,Sakura Fantasy,2015-05-29,9.99,"200,000 .. 500,000",Winged Cloud,Winged Cloud,0,0,NA,2015
1011,Labyronia RPG,2015-08-14,1.99,"200,000 .. 500,000",Labyrinthine,Epic Quest Games,0,0,NA,2015
1019,Metal War Online: Retribution,2015-12-11,NA,"200,000 .. 500,000",GDT Limited,GDT Limited,0,0,NA,2015
1023,Soccer Manager 2015,2015-07-16,NA,"200,000 .. 500,000",Soccer Manager Ltd,Soccer Manager Ltd,0,0,NA,2015
1034,Rustbucket Rumble,2015-05-04,NA,"200,000 .. 500,000",Reactor Zero,"Scrap Yard Productions, LLC",0,0,NA,2015
1219,Evoland 2,2015-08-25,19.99,"200,000 .. 500,000",Shiro Games,Shiro Games,0,0,NA,2015
1223,Greyfox RPG,2015-02-23,1.99,"200,000 .. 500,000",Lesley Dodd,EQ Games,0,0,NA,2015
1228,The Jackbox Party Pack 2,2015-10-13,24.99,"200,000 .. 500,000","Jackbox Games, Inc.","Jackbox Games, Inc.",0,0,NA,2015
1230,Intergalactic Bubbles,2015-05-29,1.99,"200,000 .. 500,000",Hellscape Games,Hellscape Games,0,0,NA,2015
1243,CroNix,2015-07-17,NA,"200,000 .. 500,000",MAGICS,MAGICS,0,0,NA,2015
1252,Just Survive Test Server,2015-04-16,NA,"200,000 .. 500,000",Daybreak Games,Daybreak Games,0,0,NA,2015
1260,Echoes+,2015-01-15,NA,"200,000 .. 500,000",Binary Zoo,Kikiwik Games,0,0,NA,2015
1263,Genesis Online,2015-11-05,NA,"200,000 .. 500,000",Shumkov Dmitriy,Shumkov Dmitriy,0,0,NA,2015
1266,Battle for Blood - Epic battles within 30 seconds!,2015-07-08,NA,"200,000 .. 500,000",YFC games,YFC games,0,0,NA,2015
1269,SUPER DISTRO,2015-07-22,0.99,"200,000 .. 500,000",KITATUS STUDIOS,KITATUS STUDIOS,0,0,NA,2015
1273,Ampersand,2015-10-19,0.99,"200,000 .. 500,000",PiGravity,Back To Basics Gaming,0,0,NA,2015
1277,Shut Up And Dig,2015-11-09,4.99,"200,000 .. 500,000","Evgeny Shcherbakov, Matvey Sakharovskiy",Atriagames,0,0,NA,2015
1280,Horizon Shift,2015-05-29,4.99,"200,000 .. 500,000",Flump Studios,KISS ltd,0,0,NA,2015
1289,Bloop,2015-01-16,NA,"200,000 .. 500,000",2SD,KISS ltd,0,0,NA,2015
1308,Gridberd,2015-09-07,6.99,"200,000 .. 500,000",Wareberd,Wareberd,0,0,NA,2015
1385,Medieval Engineers,2015-02-19,19.99,"200,000 .. 500,000",Keen Software House,Keen Software House,0,0,NA,2015
1386,Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2 / 超次次元遊戲 戰機少女 重生2,2015-05-29,24.99,"200,000 .. 500,000","Idea Factory, Compile Heart, Felistella","Idea Factory, Idea Factory International",24,8,NA,2015
1390,The Deed,2015-11-23,0.99,"200,000 .. 500,000","Pilgrim Adventures, GrabTheGames Studios","GrabTheGames, WhisperGames",0,0,NA,2015
1398,2064: Read Only Memories,2015-10-06,19.99,"200,000 .. 500,000","MidBoss, LLC.","MidBoss, LLC., AGM PLAYISM",0,0,NA,2015
1399,All Is Dust,2015-06-26,NA,"200,000 .. 500,000",Mannequin Games LLC,Mannequin Games LLC,0,0,NA,2015
1408,Tinboy,2015-09-01,1.99,"200,000 .. 500,000",Interactive Stone,Interactive Stone,0,0,NA,2015
1413,Retention,2015-01-13,0.99,"200,000 .. 500,000",Sometimes You,Sometimes You,0,0,NA,2015
1426,The Lost Valley,2015-04-20,4.99,"200,000 .. 500,000","AndrewDrumov, Sanke Berdochan",AndrewDrumov,0,0,NA,2015
1428,Universal Combat CE,2015-02-06,9.99,"200,000 .. 500,000",3000AD,3000AD,0,0,NA,2015
1576,Paint the Town Red,2015-10-13,14.99,"200,000 .. 500,000",South East Games,South East Games,0,0,NA,2015
1578,Fahrenheit: Indigo Prophecy Remastered,2015-01-28,9.99,"200,000 .. 500,000","Aspyr, Quantic Dream (original release)",Aspyr,0,0,NA,2015
1585,gravilon,2015-03-30,2.99,"200,000 .. 500,000",NA,Weird and Wry,0,0,NA,2015
1586,Camera Obscura,2015-02-19,1.99,"200,000 .. 500,000",Anteater Games,"Anteater Games, BindleBot",0,0,NA,2015
1587,Edge of Space,2015-09-17,14.99,"200,000 .. 500,000",Handyman Studios,Reverb Triple XP,0,0,NA,2015
1588,Marble Mayhem: Fragile Ball,2015-07-07,1.99,"200,000 .. 500,000","Bimboosoft Co.,Ltd.",Epic Quest Games,0,0,NA,2015
1589,Pixel Puzzles 2: Anime,2015-03-27,9.99,"200,000 .. 500,000",DL Softworks,DL Softworks,0,0,NA,2015
1607,Bloop Reloaded,2015-02-06,NA,"200,000 .. 500,000",2SD,KISS ltd,0,0,NA,2015
1611,Eaten Alive,2015-09-20,0.99,"200,000 .. 500,000",Space Cat Studios,Back To Basics Gaming,0,0,NA,2015
1615,Vendetta - Curse of Raven's Cry,2015-11-20,29.99,"200,000 .. 500,000",Reality Pump Studios,"TopWare Interactive, ACE",0,0,NA,2015
1633,Kingdoms CCG,2015-01-22,NA,"200,000 .. 500,000",Ganz Studio,Ganz,39,25,NA,2015
1649,"Please, Don’t Touch Anything",2015-03-26,4.99,"200,000 .. 500,000",Four Quarters,ForwardXP,0,0,NA,2015
1650,Airscape - The Fall of Gravity,2015-08-11,0.49,"200,000 .. 500,000",Cross-Product,EQGames,0,0,NA,2015
1652,Infinifactory,2015-06-30,24.99,"200,000 .. 500,000",Zachtronics,Zachtronics,0,0,NA,2015
1653,Might & Magic Heroes VII,2015-09-29,29.99,"200,000 .. 500,000",Limbic Entertainment,Ubisoft,0,0,NA,2015
1656,Ultimate Tic-Tac-Toe,2015-04-28,NA,"200,000 .. 500,000",Tigerish Games,Tigerish Games,0,0,NA,2015
1661,16bit Trader,2015-06-04,2.99,"200,000 .. 500,000",Forever Entertainment S. A.,Forever Entertainment S. A.,0,0,NA,2015
1662,Among Ripples,2015-01-22,NA,"200,000 .. 500,000",Eat Create Sleep,Eat Create Sleep,0,0,NA,2015
1664,Agent Awesome,2015-02-17,1.99,"200,000 .. 500,000",Chaos Industries,KISS ltd,31,10,NA,2015
1670,ShipLord,2015-12-02,10.99,"200,000 .. 500,000",Just1337 Studio,Just1337 Publisher,0,0,NA,2015
